Ai Tools Name,Types For Use,Categories,Pricing,Per Month,Site url,Review Count,Features
GPT for Sheets,"Get help with inspiration, categorization, translation, correction, summarization.",#spreadsheets,Free,None,https://workspace.google.com/marketplace/app/gpt_for_sheets/677318054654?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
TableTalk,AI-powered natural language interface to ask questions & get answers about your database.,#SQL,Freemium,None,https://www.tabletalk.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Revive,"Generate, visualise, share & validate business ideas with AI in a minute.",#startup tools,Free,None,https://letsrevive.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Lablab.ai,Community of Makers building AI tech with hosted hackathons,"#resources
#education assistant",Freemium,None,https://lablab.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Airbrush,Create original images with Airbrush's AI in seconds.,#image generator,Free,None,https://www.airbrush.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Onesta,Ask AI financial questions & browse advisor database to uncover info.,"#finance
#life assistant
#education assistant",Free Trial,None,https://www.onestafinance.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
MagicThumbnails,Generate YouTube thumbnails from video title & description.,#social media assistant,Free,None,https://magicthumbnails.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
ExamCram,Create personalized study materials from any media with AI-generated questions.,#education assistant,Contact for Pricing,None,https://apps.apple.com/us/app/examcram-ai-for-students/id1595934993/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Texture Lab,Generate 3D textures w/ AI in seconds; free database of ready-to-use textures.,#3D,Paid,None,https://www.texturelab.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
HowToReplyTo,"AI helps craft creative, unique replies to any message.",#life assistant,Freemium,None,https://howtoreplyto.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Stocknews AI,Stock News curated by AI. Can search from 100+ sources.,#finance,Freemium,None,https://stocknewsai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
AI Pickup Lines Generator,AI-generated pickup lines.,#dating,Free Trial,None,https://www.aipickuplines.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
theGist,Get a quick summary of any Slack channel or thread with theGist.,"#summarizer
#productivity",Freemium,None,https://www.thegist.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AI Cards,Create custom holiday cards with AI,"#life assistant
#fun tools",Paid,None,https://designstripe.com/ai-cards/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Photor AI,Present the best version of yourself with advanced image recognition and ML.,"#life assistant
#social media assistant",Free,None,https://photor.io/photoscore?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Genie AI,GenieAI creates content ideas using AI to save time.,#SEO,Paid,None,https://genieai-app.vercel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
LangoTalk,Learn 6 languages 6x faster with AI chat.,"#life assistant
#education assistant",Free,None,https://www.langotalk.org/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
blubi.ai,Create interactive AI-driven chatbots to increase engagement & showcase value.,#text to speech,Free Trial,None,https://blubi.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
PrepAI,"Generate Q&A sets from PDFs, DocX, or videos; edit & add questions.",#education assistant,Free,None,https://www.prepai.in/us/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AppIcons AI,Generate AI-created app icons for Android/iOS,"#developer tools
#design assistant",Freemium,None,https://appicons.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
ExplainPaper,Get explanations of research papers by highlighting & uploading/saving them.,#research,Freemium,None,https://www.explainpaper.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Edaly,"AI-Powered EdTech SaaS connecting educators, learners, and parents globally",#education assistant,Contact for Pricing,None,https://edaly.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Keywrds.ai,"Keyword research & content ideation tool w/ GPT, scraping & answer generation.",#SEO,Free,None,https://keywrds.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Phraser,"Create art, designs, photos, gadgets, clothing & render-style images","#image generator
#resources
#art",Freemium,None,https://phraser.tech/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Getaiway,"Create personalized travel plans with AI, or use premade plans.","#life assistant
#fun tools",Free Trial,None,https://getaiway.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
PatentPal,Generative AI for Intellectual Property.,#legal assistant,Free,None,https://patentpal.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AweMyFace,Skincare app & AI-powered guide to perfect skin with 99.1% accuracy.,"#life assistant
#healthcare",Contact for Pricing,None,https://apps.apple.com/app/apple-store/id1621101995?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Aide,"AI-driven issue visualization & solutions for fast, accurate responses & improved user satisfaction.",#customer support,Free,None,https://aide.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Darrow AI,Access high-value legal cases by scanning real world data.,#legal assistant,Contact for Pricing,None,https://www.darrow.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Airtest,"Generate Unit Tests; Supports Typescript, Python, Mocha, Jest.","#code assistant
#developer tools",Paid,None,https://www.airtest.dev/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Coach Marlee,AI coach using science-based methods to help everyone achieve success.,"#life assistant
#human resources",Free,None,https://www.fingerprintforsuccess.com/for-individuals?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
TextGPT,"Text questions/prompts to get quick, accurate answers.","#image generator
#life assistant",Freemium,None,https://textgpt.net/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Checklist.gg,"AI-driven checklists, processes & SOPs management tool",#productivity,Free,None,https://checklist.gg/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Iris.ai,"Smart search & filters, auto-summaries, data extraction & systematizing.","#research
#summarizer
#productivity",Paid,None,https://iris.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Imaiger,AI image search tool for generated art & images; millions of AI-generated images.,#search engine,Freemium,None,https://imaiger.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
PlaylistAI,"Create playlists from AI, images, videos, and your favs.","#life assistant
#fun tools",Free Trial,None,https://www.playlistai.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Lunit,Medical AI software to detect cancer earlier & predict treatment responses,#healthcare,Free,None,https://www.lunit.io/en?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Shaped,Create personalized experiences with Shaped's powerful ranking models.,"#developer tools
#search engine",Free,None,https://www.shaped.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Befunky,"Edit, collage, effects, cropping, retouch, templates, stock images, vector graphics.","#image editing
#design assistant",Freemium,None,https://www.befunky.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
BlueWillow,"AI tool on Discord that generates photos from user prompts, similar to Midjourney.",#image generator,Freemium,None,https://www.bluewillow.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,None
Booth AI,"AI-generated product photos: fast, cheap, high-quality, no samples needed.","#image generator
#design assistant",Free,None,https://booth.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Corrector App,Check text with online spell checker,#general writing,Free,None,https://corrector.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Upcat,A.I-generated cover letters & personalized proposals for Upwork job searches.,"#general writing
#human resources",Paid,None,https://upcat.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AnimeAI,Generate yourself as a hero from top anime & get 120 personalized arts!,"#avatars
#fun tools",Freemium,None,https://www.animeai.lol/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Kodezi ai,AI developer tool assistant that auto-corrects your code,#code assistant,Contact for Pricing,None,https://kodezi.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Bardeen AI,Automate manual workflows with AI to save time and unleash creativity.,#low-code/no-code,Freemium,None,https://bardeen.ai/ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Avatarify,"Create lifelike avatars using AI. Pay only for the GPUs, re-render if needed.",#avatars,Freemium,None,https://avatarify.art/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Neural Canvas,Create AI-generated comics with a digital illustration generator service.,"#story teller
#fun tools",Free,None,https://neuralcanvas.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Retune,Create & monetize GPT-3 language models with re:tune,"#developer tools
#low-code/no-code",Free Trial,None,https://retune.so/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Illustroke,Generate unique SVG illustrations from text prompts,#design assistant,Free Trial,None,https://illustroke.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AI Roguelite,"AI-generated entities, crafting, combat, illustrations in world's first AI-detected RPG.","#avatars
#gaming",Freemium,None,https://store.steampowered.com/app/1889620/AI_Roguelite/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
SlidesAI,Create professional presentations effortlessly with SlidesAI.,#presentations,Free,None,https://www.slidesai.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
PromptBox,"Organize, edit, and save AI prompts across tools with right-click saving.",#prompts,Free,None,https://www.promptbox.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Everypixel,AI-powered search engine indexes 50+ stock image websites,#search engine,Freemium,None,https://www.everypixel.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Gling,"Cut silences & bad takes, freeing up time to create videos.",#video editing,Contact for Pricing,None,https://www.gling.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
LiveReacting AI,"AI host elevates live shows, saving time & money while engaging audiences.","#avatars
#video generator
#education assistant",Paid,None,https://www.livereacting.com/ai-host-for-live-stream?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
RestorePhotos,Restore old and blurry photos with AI,"#image editing
#fun tools",Free,None,https://www.restorephotos.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Steno,Listen & read your favorite podcasts with full transcripts.,"#transcriber
#search engine
#fun tools",Free,None,https://steno.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
ExplainThis,"AI assistant provides page summary with one click, useful for quick understanding.",#summarizer,Freemium,None,https://explainthis.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AIHelperBot,Build SQL queries with AI. Supports NoSQL databases too.,#SQL,Free Trial,None,https://aihelperbot.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
PromptLayer,Middleware that tracks & manages prompt engineering.,"#developer tools
#prompts",Freemium,None,https://promptlayer.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
CoolAIid,Get unique interior design ideas using AI.,#real estate,Freemium,None,https://coolaiid.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Summate.it,Summarize web articles with an experimental AI-powered tool.,"#research
#summarizer",Free,None,https://summate.it/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Bria,Integrate Bria's API to automate video/image creation at scale.,"#developer tools
#image editing
#search engine",Freemium,None,https://bria.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
PolitePost,"PolitePost helps you write polite, safe emails with AI assistance.","#email assistant
#fun tools",Paid,None,https://politepost.net/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Nuclia,Nuclia indexes unstructured data from any source,"#developer tools
#search engine",Paid,None,https://nuclia.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Maverick Code Assistant,"Code completion tool for local machines, no APIs or knowledge bases needed.",#code assistant,Freemium,None,https://marketplace.visualstudio.com/items?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Rationale,AI-powered app to help entrepreneurs & managers make decisions,"#startup tools
#productivity",Free,None,https://rationale.jina.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Ferret,Spot high-risk/promising opportunities with exclusive relationship intelligence.,"#life assistant
#legal assistant
#human resources",Free Trial,None,https://www.ferret.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
FlowGPT,"Share, discover & learn useful ChatGPT prompts to increase productivity.","#resources
#productivity",Free,None,https://flowgpt.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Chatbotkit,Build advanced AI chatbots quickly and easily with our platform.,"#developer tools
#low-code/no-code",Freemium,None,https://chatbotkit.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Predis,AI-powered content generator for stunning social media posts in seconds.,#social media assistant,Paid,None,https://predis.ai/?ref=futurepedia,0,None
GptDuck,"Analyze public repos <200 files, <100MB for Q&A.",#developer tools,Free Trial,None,https://www.gptduck.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Buildt,AI-powered search to find & modify code by describing what it does.,"#code assistant
#developer tools",Free,None,https://www.buildt.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AskThee,"Ask a question to a big thinker, artist, or scientist.",#fun tools,Paid,None,https://askthee.vercel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AskNow,Ask famous people questions & get AI-summarized answers,#fun tools,Paid,None,https://www.asknow.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
HTTPie AI,HTTPie simplifies API requests with plain language for modern developers.,#developer tools,Freemium,None,https://httpie.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Nostalgia Photo,Bring old photos back to life with AI. Get max resolution in clicks & cents.,"#image editing
#fun tools",Freemium,None,https://www.nostalgia.photo/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Write Me A Cover Letter,"Create a cover letter quickly with AI. Upload CV, share job link, done!","#life assistant
#human resources",Paid,None,https://writemeacoverletter.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Sheet+,"Generate, convert, debug formulas from text for Sheets & Excel.",#spreadsheets,Freemium,None,https://sheetplus.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Supernormal,Platform for asynchronous video updates to keep teams connected.,#productivity,Freemium,None,https://supernormal.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Detangle.ai,AI-generated summaries of legal docs to help you understand them.,#legal assistant,Free,None,https://detangle.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Beatoven.ai,Create AI-generated music for videos & podcasts based on mood.,"#audio editing
#music
#video editing",Free,None,https://www.beatoven.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Reply.io,Drive your revenue growth with AI,"#sales
#email assistant",Paid,None,https://reply.io/sales-email-assistant/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
BlackBox AI,"Coding assistant to code 10x faster, extract code from videos, & autocomplete.",#code assistant,Free,None,https://www.useblackbox.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Spatial,"Segment people & places based on social, mobile & web activity",#social media assistant,Free,None,https://www.spatial.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Ipso AI,"AI assistant drafts emails for scheduling meetings, powered by GPT3.","#email assistant
#productivity",Contact for Pricing,None,https://ipso.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
TinyWow,Collection of utility tools,"#life assistant
#productivity",Free Trial,None,https://tinywow.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,None
Legal Robot,Legal Robot provides automated analysis of legal documents & linguistic/statistical analyses to help understand potential issues.,#legal assistant,Free,None,https://legalrobot.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AI. Image Enlarger,All-in-one AI toolkits help you enhance and upscale images.,#image editing,Freemium,None,https://imglarger.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Textomap,Generate interactive maps from text in seconds,"#developer tools
#low-code/no-code",Free,None,https://www.textomap.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Artssy,Create perfect images instantly with Artssy AI.,#image generator,Freemium,None,https://www.artssy.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Botika,"Reduce cost & time of fashion photo creation, with 10x more outputs.",#fashion,Free,None,https://botika.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Activazon,Crime report analytic service for informed residents & visitors.,#legal assistant,Freemium,None,https://activazon.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Maverick,AI-generated personalized videos at scale,#personalized videos,Free,None,https://www.trymaverick.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Sitekick,Create beautiful landing pages with Sitekick's AI builder,#low-code/no-code,Freemium,None,https://www.sitekick.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
In3D,Create realistic avatars with a phone in a minute.,"#avatars
#gaming",Freemium,None,https://in3d.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
DeepMotion,Create 3D animations from videos using body tracking for games and AR/VR,#3D,Free,None,https://www.deepmotion.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Supertranslate,Add English subtitles to any language video in one click,#transcriber,Paid,None,https://www.supertranslate.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Roll Art Die,"Generate AI Artworks from text on Apple Silicon Devices, no cloud subscription needed.",#image generator,Free Trial,None,https://www.roll-art-die.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Elephas,AI writer for Mac that works across apps.,#general writing,Freemium,None,https://elephas.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
WiziShop,Write better product descriptions and get more traffic.,#copywriting,Freemium,None,https://wizishop.com/ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Ocoya,Create content faster with auto-generation & scheduling.,"#copywriting
#social media assistant",Free,None,https://www.ocoya.net/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AI-Writer,Accurate content generation with state-of-the-art AI models,#SEO,Free,None,https://ai-writer.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Eye for AI,Save templates for quick image gen. from text/uploaded images.,#prompts,Free,None,https://eyeforai.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
typly,Auto-generates messages with one click,"#general writing
#productivity",Free,None,https://typly.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
GGPredict,Train smarter & rank up faster with AI-generated CS:GO training,#gaming,Paid,None,https://ggpredict.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Super Prompt,Create a Twitter AI art gallery.,#art,Paid,None,https://superprompts.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Wonder Dynamics,"At Wonder Dynamics, AI + storytelling = ?",#video generator,Freemium,None,https://www.wonderdynamics.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Poly,"Generate high-res textures with AI in seconds,",#3D,Freemium,None,https://withpoly.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
ArtHub,"AI art created by the community. Explore designs, images, art & prompts.","#art
#search engine",Paid,None,https://arthub.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
What on earth?,Create stories with one-word prompts for fun learning.,#story teller,Freemium,None,https://www.whatonearth.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Circle Labs,"AI with personality, humor, and depth.",#life assistant,Freemium,None,https://circle.isyourshadowyou.com/Home.html?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
BHuman,"Create personalized videos from a single template, measure results instantly.",#personalized videos,Free Trial,None,https://www.bhuman.ai//?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Kinetix,"Create 3D animations for free. No code, no skills needed. Explore the metaverse.","#low-code/no-code
#3D",Freemium,None,https://www.kinetix.tech/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Let's Enhance,AI editor to enhance & upscale images without losing quality.,#image editing,Contact for Pricing,None,https://letsenhance.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
DaVinciFace,AI creates DaVinci-style portraits from photos.,#art,Free,None,https://www.davinciface.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Hexagram,"AI-powered games that blend fiction and reality through chat, story, and data.",#gaming,Contact for Pricing,None,https://www.hexagram.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Convai,Design speech-enabled apps & games with AI APIs,"#developer tools
#text to speech",Freemium,None,https://www.convai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
QuickTools by Picsart,Access a wide range of tools in one place with Picsart Quicktools.,#image editing,Freemium,None,https://tools.picsart.com/image//?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AIGraphics,Create stunning visuals quickly with AI-powered tools.,#design assistant,Paid,None,https://aigraphics.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Writey AI,"Create content faster with A.I. - Writey A.I. for original, researched content.",#SEO,Free Trial,None,https://writey.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
HairstyleAI,Try AI-generated hairstyles to find the perfect look for you.,"#avatars
#fun tools",Free,None,https://www.hairstyleai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Yip,Generate questions from notes with Yip,#education assistant,Paid,None,https://yippity.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Kaedim,Convert 2D to 3D with AI online.,#3D,Paid,None,https://www.kaedim3d.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Nijijourney,Produce anime and illustrative styles,"#image generator
#art",Freemium,None,https://nijijourney.com/en/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Make Logo AI,"Designer logos for cheap, fast, & with commercial rights.",#logo generator,Freemium,None,https://makelogoai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Cresta,AI-powered customer service:,#sales,Free Trial,None,https://cresta.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Regie,Regie helps teams write content faster with AI-powered automation.,"#customer support
#sales
#email assistant",Freemium,None,https://www.regie.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Article.Audio,Listen to articles instead of reading them,#text to speech,Free,None,https://article.audio/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Maester.app,Unlock GPT-3 potential with their Template Engine for custom output,"#general writing
#productivity",Free Trial,None,https://maester.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
LitRPG Adventures,Advanced RPG generators + library of content for D&D and other fantasy RPGs,#gaming,Free Trial,None,https://www.litrpgadventures.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Inworld,AI characters that converse & answer questions.,"#avatars
#gaming",Free Trial,None,https://www.inworld.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
DREAM.page,Write smarter with AI! Join the waitlist now.,#general writing,Free Trial,None,https://dream.page/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Nyx,"Collection of AI generated images of food, animals and landscapes",#search engine,Freemium,None,https://nyx.gallery/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Adobe Sensei,Use AI to create and offer ideal customer experiences easier and more effective.,"#customer support
#productivity",Freemium,None,https://www.adobe.com/br/sensei.html?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Rosebud,Create exact visuals,"#design assistant
#search engine
#fun tools",Free Trial,None,https://www.rosebud.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Mirageml,Create 3D designs quickly,#3D,Freemium,None,https://www.mirageml.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
ParagraphAI,"AI Writing App that writes clear, concise, error-free content.","#general writing
#copywriting
#email assistant",Contact for Pricing,None,https://paragraphai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Riku.ai,"Build models without code, use AI through integrations, API, or links.","#developer tools
#low-code/no-code",Freemium,None,https://riku.ai/?ref=futurepedia,0,None
Zevi.ai,"AI-driven search engine boosts engagement & sales, guiding prospects from discovery to conversions.","#low-code/no-code
#search engine",Free,None,https://www.zevi.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Letterdrop,Create 32% more content faster,#SEO,Free,None,https://letterdrop.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Leonardo.Ai,AI-driven creative production with style-consistency.,"#3D
#gaming",Contact for Pricing,None,https://leonardo.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,None
Ideabuddy,Launch your business with our easy-to-use planning software.,#startup tools,Free Trial,None,https://ideabuddy.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
Eilla AI,Secure AI assistant for document creation and financial decision-making,#finance,Free,None,https://eilla.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
AI Picasso,AI creates art from text; edit filled areas with prompts.,"#image editing
#art",Freemium,None,https://aipicasso.studio.site/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
PrometheanAI,Promethean AI helps Artists create virtual worlds and solve creative problems.,#3D,Freemium,None,https://www.prometheanai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,None
